l,b,yield
-2.8667,1.0667,0.89583
-2.8667,1.1000,0.842034
-2.8667,1.1333,0.850922
-2.8667,1.1667,0.863085
-2.8667,1.2000,0.802739
-2.8667,1.2333,0.760637
-2.8667,1.2667,0.751905
-2.8667,1.3000,0.756271
-2.8667,1.3333,0.726176
-2.8667,1.3667,0.682203
-2.8667,1.4000,0.683451
-2.8667,1.4333,0.678773
-2.8667,1.4667,0.653356
-2.8667,1.5000,0.611566
-2.8667,1.5333,0.617492
-2.8667,1.5667,0.649458
-2.8667,1.6000,0.678305
-2.8667,1.6333,0.698888
-2.8667,1.6667,0.7084
-2.8667,1.7000,0.682203
-2.8667,1.7333,0.693898
-2.8667,1.7667,0.678305
-2.8667,1.8000,0.664271
-2.8667,1.8333,0.652576
-2.8667,1.8667,0.630746
-2.8667,1.9000,0.601119
-2.8667,1.9333,0.59878
-2.8667,1.9667,0.587553
-2.8667,2.0000,0.588644
-2.8667,2.0333,0.589736
-2.8667,2.0667,0.584434
-2.8667,2.1000,0.572271
-2.8667,2.1333,0.57383
-2.8667,2.1667,0.535627
-2.8667,2.2000,0.474502
-2.8667,2.2333,0.466705
-2.8667,2.2667,0.473566
-2.8667,2.3000,0.481051
-2.8667,2.3333,0.504441
-2.8667,2.3667,0.521593
-2.8667,2.4000,0.537966
-2.8667,2.4333,0.561044
-2.8667,2.4667,0.553559
-2.8667,2.5000,0.539525
-2.8667,2.5333,0.536407
-2.8667,2.5667,0.53282
-2.8667,2.6000,0.530949
-2.8667,2.6333,0.5336
-2.8667,2.6667,0.52939
-2.8667,2.7000,0.526271
-2.8667,2.7333,0.486041
-2.8667,2.7667,0.474502
-2.8667,2.8000,0.471695
-2.8667,2.8333,0.471227
-2.8667,2.8667,0.467797
-2.8667,2.9000,0.484169
-2.8667,2.9333,0.515356
-2.8667,2.9667,0.512237
-2.8667,3.0000,0.497736
-2.8333,-3.0000,0.470136
-2.8333,-2.9667,0.452515
-2.8333,-2.9333,0.463898
-2.8333,-2.9000,0.477932
-2.8333,-2.8667,0.484949
-2.8333,-2.8333,0.501634
-2.8333,-2.8000,0.534068
-2.8333,-2.7667,0.579756
-2.8333,-2.7333,0.636983
-2.8333,-2.7000,0.702942
-2.8333,-2.6667,0.762508
-2.8333,-2.6333,0.745668
-2.8333,-2.6000,0.740366
-2.8333,-2.5667,0.731634
-2.8333,-2.5333,0.753464
-2.8333,-2.5000,0.788705
-2.8333,-2.4667,0.773424
-2.8333,-2.4333,0.831119
-2.8333,-2.4000,0.85638
-2.8333,-2.3667,0.844373
-2.8333,-2.3333,0.834237
-2.8333,-2.3000,0.850922
-2.8333,-2.2667,0.898949
-2.8333,-2.2333,0.852949
-2.8333,-2.2000,0.845153
-2.8333,-2.1667,0.870102
-2.8333,-2.1333,0.913763
-2.8333,-2.1000,0.962881
-2.8333,-2.0667,1.11102
-2.8333,-2.0333,1.10322
-2.8333,-2.0000,1.07235
-2.8333,-1.9667,1.06268
-2.8333,-1.9333,1.06143
-2.8333,-1.9000,1.18072
-2.8333,-1.8667,1.2498
-2.8333,-1.8333,1.24044
-2.8333,-1.8000,1.21908
-2.8333,-1.7667,1.22719
-2.8333,-1.7333,1.2919
-2.8333,-1.7000,1.4037
-2.8333,-1.6667,1.42834
-2.8333,-1.6333,1.30094
-2.8333,-1.6000,1.28067
-2.8333,-1.5667,1.29814
-2.8333,-1.5333,1.30016
-2.8333,-1.5000,1.21518
-2.8333,-1.4667,1.18555
-2.8333,-1.4333,1.14922
-2.8333,-1.4000,1.16559
-2.8333,-1.3667,1.20769
-2.8333,-1.3333,1.34959
-2.8333,-1.3000,1.39092
-2.8333,-1.2667,1.39481
-2.8333,-1.2333,1.44159
-2.8333,-1.2000,1.54685
-2.8333,-1.1667,1.63261
-2.8333,-1.1333,1.70746
-2.8333,-1.1000,1.64508
-2.8333,-1.0667,1.71525
-2.8333,-1.0333,1.87508
-2.8333,-1.0000,2.26102
-2.8333,-0.9667,2.68437
-2.8333,-0.9333,2.97831
-2.8333,-0.9000,2.69295
-2.8333,-0.8667,2.71322
-2.8333,-0.8333,2.51908
-2.8333,-0.8000,2.33431
-2.8333,-0.7667,2.05129
-2.8333,-0.7333,1.83454
-2.8333,-0.7000,1.75268
-2.8333,-0.6667,1.75736
-2.8333,-0.6333,1.77451
-2.8333,-0.6000,1.93044
-2.8333,-0.5667,2.15186
-2.8333,-0.5333,2.11756
-2.8333,-0.5000,2.14017
-2.8333,-0.4667,2.06766
-2.8333,-0.4333,1.95149
-2.8333,-0.4000,1.88366
-2.8333,-0.3667,1.9398
-2.8333,-0.3333,2.09573
-2.8333,-0.3000,2.19475
-2.8333,-0.2667,2.22203
-2.8333,-0.2333,2.15576
-2.8333,-0.2000,2.13627
-2.8333,-0.1667,2.38732
-2.8333,-0.1333,2.62278
-2.8333,-0.1000,2.76078
-2.8333,-0.0667,2.852
-2.8333,-0.0333,3.59268
-2.8333,-0.0000,2.93075
-2.8333,0.0333,3.39776
-2.8333,0.0667,3.58098
-2.8333,0.1000,2.53624
-2.8333,0.1333,1.64898
-2.8333,0.1667,3.15139
-2.8333,0.2000,2.98454
-2.8333,0.2333,2.26414
-2.8333,0.2667,2.42553
-2.8333,0.3000,2.49414
-2.8333,0.3333,2.33664
-2.8333,0.3667,2.26024
-2.8333,0.4000,2.10664
-2.8333,0.4333,1.90081
-2.8333,0.4667,1.81505
-2.8333,0.5000,1.7901
-2.8333,0.5333,1.76359
-2.8333,0.5667,1.66614
-2.8333,0.6000,1.52346
-2.8333,0.6333,1.38936
-2.8333,0.6667,2.41617
-2.8333,0.7000,3.634
-2.8333,0.7333,3.55525
-2.8333,0.7667,1.29892
-2.8333,0.8000,1.18618
-2.8333,0.8333,1.13441
-2.8333,0.8667,1.11647
-2.8333,0.9000,1.10088
-2.8333,0.9333,1.0435
-2.8333,0.9667,0.898949
-2.8333,1.0000,0.842034
-2.8333,1.0333,0.868542
-2.8333,1.0667,0.883668
-2.8333,1.1000,0.837824
-2.8333,1.1333,0.809288
-2.8333,1.1667,0.820203
-2.8333,1.2000,0.767654
-2.8333,1.2333,0.730542
-2.8333,1.2667,0.719627
-2.8333,1.3000,0.717288
-2.8333,1.3333,0.698264
-2.8333,1.3667,0.687661
-2.8333,1.4000,0.690468
-2.8333,1.4333,0.681424
-2.8333,1.4667,0.633553
-2.8333,1.5000,0.59301
-2.8333,1.5333,0.606576
-2.8333,1.5667,0.643688
-2.8333,1.6000,0.676746
-2.8333,1.6333,0.698264
-2.8333,1.6667,0.698576
-2.8333,1.7000,0.647898
-2.8333,1.7333,0.661932
-2.8333,1.7667,0.647119
-2.8333,1.8000,0.63823
-2.8333,1.8333,0.625756
-2.8333,1.8667,0.608915
-2.8333,1.9000,0.580068
-2.8333,1.9333,0.565722
-2.8333,1.9667,0.559485
-2.8333,2.0000,0.568685
-2.8333,2.0333,0.57383
-2.8333,2.0667,0.574922
-2.8333,2.1000,0.587085
-2.8333,2.1333,0.588644
-2.8333,2.1667,0.540773
-2.8333,2.2000,0.466549
-2.8333,2.2333,0.456102
-2.8333,2.2667,0.466237
-2.8333,2.3000,0.484481
-2.8333,2.3333,0.525959
-2.8333,2.3667,0.554027
-2.8333,2.4000,0.563695
-2.8333,2.4333,0.580068
-2.8333,2.4667,0.564163
-2.8333,2.5000,0.554807
-2.8333,2.5333,0.537186
-2.8333,2.5667,0.530481
-2.8333,2.6000,0.530637
-2.8333,2.6333,0.536719
-2.8333,2.6667,0.543424
-2.8333,2.7000,0.52939
-2.8333,2.7333,0.489315
-2.8333,2.7667,0.479959
-2.8333,2.8000,0.478244
-2.8333,2.8333,0.471695
-2.8333,2.8667,0.456102
-2.8333,2.9000,0.476373
-2.8333,2.9333,0.500542
-2.8333,2.9667,0.500542
-2.8333,3.0000,0.486041
-2.8000,-3.0000,0.450644
-2.8000,-2.9667,0.452983
-2.8000,-2.9333,0.466705
-2.8000,-2.9000,0.473254
-2.8000,-2.8667,0.475593
-2.8000,-2.8333,0.477932
-2.8000,-2.8000,0.494305
-2.8000,-2.7667,0.538434
-2.8000,-2.7333,0.611566
-2.8000,-2.7000,0.68423
-2.8000,-2.6667,0.707932
-2.8000,-2.6333,0.668169
-2.8000,-2.6000,0.682203
-2.8000,-2.5667,0.69499
-2.8000,-2.5333,0.729763
-2.8000,-2.5000,0.779349
-2.8000,-2.4667,0.753153
-2.8000,-2.4333,0.838603
-2.8000,-2.4000,0.824881
-2.8000,-2.3667,0.775763
-2.8000,-2.3333,0.787146
-2.8000,-2.3000,0.879458
-2.8000,-2.2667,0.990949
-2.8000,-2.2333,0.955864
-2.8000,-2.2000,0.872908
-2.8000,-2.1667,0.908305
-2.8000,-2.1333,0.994847
-2.8000,-2.1000,1.22095
-2.8000,-2.0667,1.20816
-2.8000,-2.0333,1.19678
-2.8000,-2.0000,1.17963
-2.8000,-1.9667,1.15546
-2.8000,-1.9333,1.15047
-2.8000,-1.9000,1.32386
-2.8000,-1.8667,1.31061
-2.8000,-1.8333,1.27007
-2.8000,-1.8000,1.2657
-2.8000,-1.7667,1.2958
-2.8000,-1.7333,1.33166
-2.8000,-1.7000,1.33478
-2.8000,-1.6667,1.42569
-2.8000,-1.6333,1.50319
-2.8000,-1.6000,1.47434
-2.8000,-1.5667,1.48447
-2.8000,-1.5333,1.48946
-2.8000,-1.5000,1.23342
-2.8000,-1.4667,1.12895
-2.8000,-1.4333,1.14454
-2.8000,-1.4000,1.16403
-2.8000,-1.3667,1.18852
-2.8000,-1.3333,1.38624
-2.8000,-1.3000,1.40932
-2.8000,-1.2667,1.42444
-2.8000,-1.2333,1.48525
-2.8000,-1.2000,1.57835
-2.8000,-1.1667,1.67003
-2.8000,-1.1333,1.81817
-2.8000,-1.1000,1.66769
-2.8000,-1.0667,1.6666
-2.8000,-1.0333,1.78231
-2.8000,-1.0000,2.13908
-2.8000,-0.9667,2.78386
-2.8000,-0.9333,3.07031
-2.8000,-0.9000,2.70075
-2.8000,-0.8667,2.65833
-2.8000,-0.8333,2.57397
-2.8000,-0.8000,2.44814
-2.8000,-0.7667,2.254
-2.8000,-0.7333,1.95383
-2.8000,-0.7000,1.81037
-2.8000,-0.6667,1.75814
-2.8000,-0.6333,1.70559
-2.8000,-0.6000,1.86152
-2.8000,-0.5667,2.08014
-2.8000,-0.5333,2.13424
-2.8000,-0.5000,2.19397
-2.8000,-0.4667,2.14594
-2.8000,-0.4333,2.01807
-2.8000,-0.4000,1.91407
-2.8000,-0.3667,1.89458
-2.8000,-0.3333,1.96553
-2.8000,-0.3000,2.01729
-2.8000,-0.2667,2.08996
-2.8000,-0.2333,2.17993
-2.8000,-0.2000,2.29298
-2.8000,-0.1667,2.51675
-2.8000,-0.1333,2.87695
-2.8000,-0.1000,2.99265
-2.8000,-0.0667,3.01183
-2.8000,-0.0333,3.58301
-2.8000,-0.0000,2.65708
-2.8000,0.0333,3.16308
-2.8000,0.0667,3.57708
-2.8000,0.1000,2.53047
-2.8000,0.1333,1.30983
-2.8000,0.1667,3.53997
-2.8000,0.2000,2.9518
-2.8000,0.2333,2.8835
-2.8000,0.2667,2.60454
-2.8000,0.3000,2.37251
-2.8000,0.3333,2.28051
-2.8000,0.3667,2.22047
-2.8000,0.4000,2.08169
-2.8000,0.4333,1.80725
-2.8000,0.4667,1.748
-2.8000,0.5000,1.78075
-2.8000,0.5333,1.7901
-2.8000,0.5667,1.71104
-2.8000,0.6000,1.564
-2.8000,0.6333,1.40027
-2.8000,0.6667,2.41274
-2.8000,0.7000,3.59658
-2.8000,0.7333,3.5381
-2.8000,0.7667,1.14345
-2.8000,0.8000,1.1723
-2.8000,0.8333,1.18399
-2.8000,0.8667,1.12661
-2.8000,0.9000,1.00498
-2.8000,0.9333,0.951186
-2.8000,0.9667,0.883356
-2.8000,1.0000,0.831898
-2.8000,1.0333,0.801492
-2.8000,1.0667,0.806481
-2.8000,1.1000,0.834705
-2.8000,1.1333,0.78278
-2.8000,1.1667,0.755024
-2.8000,1.2000,0.728983
-2.8000,1.2333,0.682983
-2.8000,1.2667,0.663492
-2.8000,1.3000,0.669729
-2.8000,1.3333,0.675498
-2.8000,1.3667,0.701695
-2.8000,1.4000,0.708244
-2.8000,1.4333,0.693119
-2.8000,1.4667,0.595193
-2.8000,1.5000,0.57539
-2.8000,1.5333,0.599559
-2.8000,1.5667,0.634644
-2.8000,1.6000,0.657254
-2.8000,1.6333,0.660373
-2.8000,1.6667,0.639322
-2.8000,1.7000,0.561356
-2.8000,1.7333,0.557458
-2.8000,1.7667,0.599559
-2.8000,1.8000,0.615932
-2.8000,1.8333,0.600339
-2.8000,1.8667,0.579288
-2.8000,1.9000,0.580068
-2.8000,1.9333,0.558237
-2.8000,1.9667,0.53282
-2.8000,2.0000,0.532508
-2.8000,2.0333,0.549661
-2.8000,2.0667,0.576949
-2.8000,2.1000,0.615932
-2.8000,2.1333,0.594102
-2.8000,2.1667,0.544671
-2.8000,2.2000,0.480271
-2.8000,2.2333,0.458753
-2.8000,2.2667,0.467797
-2.8000,2.3000,0.501634
-2.8000,2.3333,0.558237
-2.8000,2.3667,0.572271
-2.8000,2.4000,0.564007
-2.8000,2.4333,0.577729
-2.8000,2.4667,0.542644
-2.8000,2.5000,0.544203
-2.8000,2.5333,0.527519
-2.8000,2.5667,0.530949
-2.8000,2.6000,0.531729
-2.8000,2.6333,0.522373
-2.8000,2.6667,0.545763
-2.8000,2.7000,0.525959
-2.8000,2.7333,0.492434
-2.8000,2.7667,0.469356
-2.8000,2.8000,0.466705
-2.8000,2.8333,0.468576
-2.8000,2.8667,0.442536
-2.8000,2.9000,0.43661
-2.8000,2.9333,0.444407
-2.8000,2.9667,0.443627
-2.8000,3.0000,0.439729
-2.7667,-3.0000,0.447214
-2.7667,-2.9667,0.453763
-2.7667,-2.9333,0.467797
-2.7667,-2.9000,0.466705
-2.7667,-2.8667,0.46
-2.7667,-2.8333,0.458441
-2.7667,-2.8000,0.477464
-2.7667,-2.7667,0.517227
-2.7667,-2.7333,0.572739
-2.7667,-2.7000,0.629498
-2.7667,-2.6667,0.649458
-2.7667,-2.6333,0.610007
-2.7667,-2.6000,0.641661
-2.7667,-2.5667,0.670976
-2.7667,-2.5333,0.694678
-2.7667,-2.5000,0.722434
-2.7667,-2.4667,0.727736
-2.7667,-2.4333,0.757051
-2.7667,-2.4000,0.7544
-2.7667,-2.3667,0.732569
-2.7667,-2.3333,0.77779
-2.7667,-2.3000,0.870569
-2.7667,-2.2667,0.904719
-2.7667,-2.2333,0.987363
-2.7667,-2.2000,1.00311
-2.7667,-2.1667,1.03461
-2.7667,-2.1333,1.08451
-2.7667,-2.1000,1.21471
-2.7667,-2.0667,1.17183
-2.7667,-2.0333,1.19132
-2.7667,-2.0000,1.20348
-2.7667,-1.9667,1.21674
-2.7667,-1.9333,1.3195
-2.7667,-1.9000,1.36799
-2.7667,-1.8667,1.30047
-2.7667,-1.8333,1.28831
-2.7667,-1.8000,1.33166
-2.7667,-1.7667,1.37298
-2.7667,-1.7333,1.35552
-2.7667,-1.7000,1.28332
-2.7667,-1.6667,1.36565
-2.7667,-1.6333,1.57803
-2.7667,-1.6000,1.53858
-2.7667,-1.5667,1.45173
-2.7667,-1.5333,1.42413
-2.7667,-1.5000,1.43567
-2.7667,-1.4667,1.27397
-2.7667,-1.4333,1.18586
-2.7667,-1.4000,1.17573
-2.7667,-1.3667,1.20037
-2.7667,-1.3333,1.3538
-2.7667,-1.3000,1.43271
-2.7667,-1.2667,1.46311
-2.7667,-1.2333,1.50085
-2.7667,-1.2000,1.55075
-2.7667,-1.1667,1.59441
-2.7667,-1.1333,1.78854
-2.7667,-1.1000,1.80414
-2.7667,-1.0667,1.7402
-2.7667,-1.0333,1.7742
-2.7667,-1.0000,2.00373
-2.7667,-0.9667,2.44112
-2.7667,-0.9333,2.81426
-2.7667,-0.9000,2.48946
-2.7667,-0.8667,2.40681
-2.7667,-0.8333,2.34787
-2.7667,-0.8000,2.28784
-2.7667,-0.7667,2.21315
-2.7667,-0.7333,2.10009
-2.7667,-0.7000,1.97176
-2.7667,-0.6667,1.93075
-2.7667,-0.6333,1.86027
-2.7667,-0.6000,1.90908
-2.7667,-0.5667,2.01854
-2.7667,-0.5333,2.11787
-2.7667,-0.5000,2.14126
-2.7667,-0.4667,2.09994
-2.7667,-0.4333,2.06267
-2.7667,-0.4000,2.07187
-2.7667,-0.3667,2.04973
-2.7667,-0.3333,2.05675
-2.7667,-0.3000,2.04536
-2.7667,-0.2667,2.07811
-2.7667,-0.2333,2.15498
-2.7667,-0.2000,2.24574
-2.7667,-0.1667,2.37563
-2.7667,-0.1333,2.63369
-2.7667,-0.1000,2.68515
-2.7667,-0.0667,3.18102
-2.7667,-0.0333,2.77715
-2.7667,-0.0000,2.95367
-2.7667,0.0333,2.98189
-2.7667,0.0667,2.82892
-2.7667,0.1000,3.0781
-2.7667,0.1333,2.45983
-2.7667,0.1667,3.5735
-2.7667,0.2000,2.76811
-2.7667,0.2333,2.72382
-2.7667,0.2667,2.59471
-2.7667,0.3000,2.43332
-2.7667,0.3333,2.27505
-2.7667,0.3667,2.14563
-2.7667,0.4000,2.12894
-2.7667,0.4333,1.79088
-2.7667,0.4667,1.65522
-2.7667,0.5000,1.71369
-2.7667,0.5333,1.8545
-2.7667,0.5667,1.90674
-2.7667,0.6000,1.62481
-2.7667,0.6333,1.59316
-2.7667,0.6667,1.39668
-2.7667,0.7000,1.88631
-2.7667,0.7333,2.43488
-2.7667,0.7667,1.26929
-2.7667,0.8000,1.2222
-2.7667,0.8333,1.17885
-2.7667,0.8667,1.10135
-2.7667,0.9000,1.01824
-2.7667,0.9333,0.908617
-2.7667,0.9667,0.86979
-2.7667,1.0000,0.80461
-2.7667,1.0333,0.762508
-2.7667,1.0667,0.748942
-2.7667,1.1000,0.7544
-2.7667,1.1333,0.751125
-2.7667,1.1667,0.75861
-2.7667,1.2000,0.722746
-2.7667,1.2333,0.655695
-2.7667,1.2667,0.628407
-2.7667,1.3000,0.641661
-2.7667,1.3333,0.664271
-2.7667,1.3667,0.675966
-2.7667,1.4000,0.682671
-2.7667,1.4333,0.672847
-2.7667,1.4667,0.594102
-2.7667,1.5000,0.610942
-2.7667,1.5333,0.626068
-2.7667,1.5667,0.623729
-2.7667,1.6000,0.62139
-2.7667,1.6333,0.617024
-2.7667,1.6667,0.600027
-2.7667,1.7000,0.576637
-2.7667,1.7333,0.556678
-2.7667,1.7667,0.566346
-2.7667,1.8000,0.576169
-2.7667,1.8333,0.57461
-2.7667,1.8667,0.566814
-2.7667,1.9000,0.559797
-2.7667,1.9333,0.566034
-2.7667,1.9667,0.541864
-2.7667,2.0000,0.513797
-2.7667,2.0333,0.512549
-2.7667,2.0667,0.534847
-2.7667,2.1000,0.548102
-2.7667,2.1333,0.542644
-2.7667,2.1667,0.524712
-2.7667,2.2000,0.50522
-2.7667,2.2333,0.490407
-2.7667,2.2667,0.503973
-2.7667,2.3000,0.534068
-2.7667,2.3333,0.563695
-2.7667,2.3667,0.571492
-2.7667,2.4000,0.564163
-2.7667,2.4333,0.557146
-2.7667,2.4667,0.501322
-2.7667,2.5000,0.484949
-2.7667,2.5333,0.479492
-2.7667,2.5667,0.48183
-2.7667,2.6000,0.488536
-2.7667,2.6333,0.486197
-2.7667,2.6667,0.490407
-2.7667,2.7000,0.517695
-2.7667,2.7333,0.481519
-2.7667,2.7667,0.468264
-2.7667,2.8000,0.462807
-2.7667,2.8333,0.458753
-2.7667,2.8667,0.458441
-2.7667,2.9000,0.446278
-2.7667,2.9333,0.431153
-2.7667,2.9667,0.422264
-2.7667,3.0000,0.407763
-2.7333,-3.0000,0.43583
-2.7333,-2.9667,0.457193
-2.7333,-2.9333,0.473254
-2.7333,-2.9000,0.466237
-2.7333,-2.8667,0.454542
-2.7333,-2.8333,0.458129
-2.7333,-2.8000,0.477932
-2.7333,-2.7667,0.511769
-2.7333,-2.7333,0.55699
-2.7333,-2.7000,0.605797
-2.7333,-2.6667,0.620298
-2.7333,-2.6333,0.585837
-2.7333,-2.6000,0.620298
-2.7333,-2.5667,0.647119
-2.7333,-2.5333,0.668949
-2.7333,-2.5000,0.687349
-2.7333,-2.4667,0.706841
-2.7333,-2.4333,0.738651
-2.7333,-2.4000,0.747227
-2.7333,-2.3667,0.739119
-2.7333,-2.3333,0.789797
-2.7333,-2.3000,0.880549
-2.7333,-2.2667,0.918753
-2.7333,-2.2333,1.01559
-2.7333,-2.2000,1.03539
-2.7333,-2.1667,1.05644
-2.7333,-2.1333,1.08326
-2.7333,-2.1000,1.11414
-2.7333,-2.0667,1.12848
-2.7333,-2.0333,1.18586
-2.7333,-2.0000,1.21471
-2.7333,-1.9667,1.2342
-2.7333,-1.9333,1.32231
-2.7333,-1.9000,1.334
-2.7333,-1.8667,1.28878
-2.7333,-1.8333,1.27755
-2.7333,-1.8000,1.28332
-2.7333,-1.7667,1.288
-2.7333,-1.7333,1.26773
-2.7333,-1.7000,1.2236
-2.7333,-1.6667,1.28176
-2.7333,-1.6333,1.39949
-2.7333,-1.6000,1.39325
-2.7333,-1.5667,1.35427
-2.7333,-1.5333,1.35817
-2.7333,-1.5000,1.44159
-2.7333,-1.4667,1.35318
-2.7333,-1.4333,1.26929
-2.7333,-1.4000,1.25026
-2.7333,-1.3667,1.23732
-2.7333,-1.3333,1.38
-2.7333,-1.3000,1.472
-2.7333,-1.2667,1.49227
-2.7333,-1.2333,1.51067
-2.7333,-1.2000,1.52611
-2.7333,-1.1667,1.53749
-2.7333,-1.1333,1.702
-2.7333,-1.1000,1.80102
-2.7333,-1.0667,1.76905
-2.7333,-1.0333,1.79556
-2.7333,-1.0000,1.97098
-2.7333,-0.9667,2.31871
-2.7333,-0.9333,2.78417
-2.7333,-0.9000,2.41352
-2.7333,-0.8667,2.3998
-2.7333,-0.8333,2.44892
-2.7333,-0.8000,2.37906
-2.7333,-0.7667,2.22983
-2.7333,-0.7333,2.14017
-2.7333,-0.7000,1.99905
-2.7333,-0.6667,1.98081
-2.7333,-0.6333,1.9518
-2.7333,-0.6000,1.95804
-2.7333,-0.5667,2.06688
-2.7333,-0.5333,2.15108
-2.7333,-0.5000,2.1238
-2.7333,-0.4667,2.06797
-2.7333,-0.4333,2.0463
-2.7333,-0.4000,2.10119
-2.7333,-0.3667,2.1698
-2.7333,-0.3333,2.14173
-2.7333,-0.3000,2.11709
-2.7333,-0.2667,2.11865
-2.7333,-0.2333,2.17058
-2.7333,-0.2000,2.26102
-2.7333,-0.1667,2.40479
-2.7333,-0.1333,2.54871
-2.7333,-0.1000,2.61888
-2.7333,-0.0667,3.08075
-2.7333,-0.0333,3.0282
-2.7333,-0.0000,3.07342
-2.7333,0.0333,2.39824
-2.7333,0.0667,2.72538
-2.7333,0.1000,3.3842
-2.7333,0.1333,3.38965
-2.7333,0.1667,3.14125
-2.7333,0.2000,2.6114
-2.7333,0.2333,2.56243
-2.7333,0.2667,2.54481
-2.7333,0.3000,2.47386
-2.7333,0.3333,2.32698
-2.7333,0.3667,2.21237
-2.7333,0.4000,2.14953
-2.7333,0.4333,1.89458
-2.7333,0.4667,1.78075
-2.7333,0.5000,1.75299
-2.7333,0.5333,1.77685
-2.7333,0.5667,1.82316
-2.7333,0.6000,1.70309
-2.7333,0.6333,1.65959
-2.7333,0.6667,1.4642
-2.7333,0.7000,1.32963
-2.7333,0.7333,1.27942
-2.7333,0.7667,1.28566
-2.7333,0.8000,1.23108
-2.7333,0.8333,1.1723
-2.7333,0.8667,1.11445
-2.7333,0.9000,1.06892
-2.7333,0.9333,0.928888
-2.7333,0.9667,0.884915
-2.7333,1.0000,0.802739
-2.7333,1.0333,0.754712
-2.7333,1.0667,0.733193
-2.7333,1.1000,0.725864
-2.7333,1.1333,0.739119
-2.7333,1.1667,0.740678
-2.7333,1.2000,0.706685
-2.7333,1.2333,0.66739
-2.7333,1.2667,0.656163
-2.7333,1.3000,0.674875
-2.7333,1.3333,0.688753
-2.7333,1.3667,0.711051
-2.7333,1.4000,0.705905
-2.7333,1.4333,0.682983
-2.7333,1.4667,0.60221
-2.7333,1.5000,0.609227
-2.7333,1.5333,0.630746
-2.7333,1.5667,0.628719
-2.7333,1.6000,0.618583
-2.7333,1.6333,0.600339
-2.7333,1.6667,0.575078
-2.7333,1.7000,0.568685
-2.7333,1.7333,0.545763
-2.7333,1.7667,0.55122
-2.7333,1.8000,0.552312
-2.7333,1.8333,0.558549
-2.7333,1.8667,0.569932
-2.7333,1.9000,0.567281
-2.7333,1.9333,0.585525
-2.7333,1.9667,0.557458
-2.7333,2.0000,0.511769
-2.7333,2.0333,0.499295
-2.7333,2.0667,0.519254
-2.7333,2.1000,0.537966
-2.7333,2.1333,0.52861
-2.7333,2.1667,0.518163
-2.7333,2.2000,0.51099
-2.7333,2.2333,0.519254
-2.7333,2.2667,0.540773
-2.7333,2.3000,0.552312
-2.7333,2.3333,0.57118
-2.7333,2.3667,0.571803
-2.7333,2.4000,0.563227
-2.7333,2.4333,0.560576
-2.7333,2.4667,0.492434
-2.7333,2.5000,0.46499
-2.7333,2.5333,0.468576
-2.7333,2.5667,0.482922
-2.7333,2.6000,0.490875
-2.7333,2.6333,0.481363
-2.7333,2.6667,0.472475
-2.7333,2.7000,0.506
-2.7333,2.7333,0.479959
-2.7333,2.7667,0.477464
-2.7333,2.8000,0.477153
-2.7333,2.8333,0.471227
-2.7333,2.8667,0.469356
-2.7333,2.9000,0.446746
-2.7333,2.9333,0.434271
-2.7333,2.9667,0.426475
-2.7333,3.0000,0.407295
-2.7000,-3.0000,0.417898
-2.7000,-2.9667,0.466237
-2.7000,-2.9333,0.482298
-2.7000,-2.9000,0.469668
-2.7000,-2.8667,0.453763
-2.7000,-2.8333,0.469356
-2.7000,-2.8000,0.487288
-2.7000,-2.7667,0.513329
-2.7000,-2.7333,0.545451
-2.7000,-2.7000,0.580068
-2.7000,-2.6667,0.59722
-2.7000,-2.6333,0.567593
-2.7000,-2.6000,0.589112
-2.7000,-2.5667,0.610475
-2.7000,-2.5333,0.636203
-2.7000,-2.5000,0.656942
-2.7000,-2.4667,0.678305
-2.7000,-2.4333,0.740678
-2.7000,-2.4000,0.776854
-2.7000,-2.3667,0.774983
-2.7000,-2.3333,0.811627
-2.7000,-2.3000,0.904875
-2.7000,-2.2667,0.98362
-2.7000,-2.2333,1.05098
-2.7000,-2.2000,1.03617
-2.7000,-2.1667,1.03695
-2.7000,-2.1333,1.04319
-2.7000,-2.1000,0.938712
-2.7000,-2.0667,1.0474
-2.7000,-2.0333,1.17729
-2.7000,-2.0000,1.22797
-2.7000,-1.9667,1.22641
-2.7000,-1.9333,1.24621
-2.7000,-1.9000,1.25214
-2.7000,-1.8667,1.27007
-2.7000,-1.8333,1.25136
-2.7000,-1.8000,1.17963
-2.7000,-1.7667,1.11569
-2.7000,-1.7333,1.11601
-2.7000,-1.7000,1.14142
-2.7000,-1.6667,1.16403
-2.7000,-1.6333,1.13831
-2.7000,-1.6000,1.14875
-2.7000,-1.5667,1.19803
-2.7000,-1.5333,1.28176
-2.7000,-1.5000,1.38468
-2.7000,-1.4667,1.42054
-2.7000,-1.4333,1.38936
-2.7000,-1.4000,1.36441
-2.7000,-1.3667,1.30718
-2.7000,-1.3333,1.4221
-2.7000,-1.3000,1.50428
-2.7000,-1.2667,1.52159
-2.7000,-1.2333,1.55199
-2.7000,-1.2000,1.54248
-2.7000,-1.1667,1.47309
-2.7000,-1.1333,1.57492
-2.7000,-1.1000,1.76437
-2.7000,-1.0667,1.80601
-2.7000,-1.0333,1.8715
-2.7000,-1.0000,2.00342
-2.7000,-0.9667,2.22874
-2.7000,-0.9333,2.87929
-2.7000,-0.9000,2.36986
-2.7000,-0.8667,2.40089
